title,year,certificate,duration,genre,rating,votes
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.1,97
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.1,92
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.2,93
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.2,88
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.0,91
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.3,88
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",7.6,88
Ultraman,(2019– ),TV-14,0,"Animation, Action, Adventure",8.3,101
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.4,49
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,9.0,81
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.7,43
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.4,44
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.5,43
The Rain,(2018–2020),TV-MA,46 min,"Drama, Sci-Fi, Thriller",6.9,605
The Rain,(2018–2020),TV-MA,41 min,"Drama, Sci-Fi, Thriller",6.6,574
The Rain,(2018–2020),TV-MA,48 min,"Drama, Sci-Fi, Thriller",6.7,563
The Rain,(2018–2020),TV-MA,43 min,"Drama, Sci-Fi, Thriller",6.9,572
The Rain,(2018–2020),TV-MA,42 min,"Drama, Sci-Fi, Thriller",7.3,668
After Life,(2019–2022),TV-MA,27 min,"Comedy, Drama",7.8,2557
Spirit Riding Free,(2017–2019),TV-Y7,23 min,"Animation, Action, Adventure",8.3,16
Spirit Riding Free,(2017–2019),TV-Y7,23 min,"Animation, Action, Adventure",8.6,15
Spirit Riding Free,(2017–2019),TV-Y7,23 min,"Animation, Action, Adventure",8.2,12
Spirit Riding Free,(2017–2019),TV-Y7,23 min,"Animation, Action, Adventure",8.2,14
Spirit Riding Free,(2017–2019),TV-Y7,0,"Animation, Action, Adventure",8.2,14
Spirit Riding Free,(2017–2019),TV-Y7,0,"Animation, Action, Adventure",8.5,16
Baby,(2018–2020),TV-MA,49 min,Drama,7.5,188
Roman Empire,(2016–2019),TV-MA,0,"Documentary, Biography, Drama",7.2,242
Roman Empire,(2016–2019),TV-MA,0,"Documentary, Biography, Drama",7.2,210
Roman Empire,(2016–2019),TV-MA,0,"Documentary, Biography, Drama",7.2,203
Baby,(2018–2020),TV-MA,49 min,Drama,7.6,170
Baby,(2018–2020),TV-MA,51 min,Drama,7.8,168
Baby,(2018–2020),TV-MA,43 min,Drama,7.9,164
Baby,(2018–2020),TV-MA,41 min,Drama,7.7,155
Baby,(2018–2020),TV-MA,45 min,Drama,7.8,172
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.0,994
Grace and Frankie,(2015–2022),TV-MA,32 min,Comedy,7.9,385
The Letter for the King,(2020),TV-PG,45 min,"Action, Adventure, Family",6.9,262
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.7,5518
Dexter,(2006–2013),TV-MA,55 min,"Crime, Drama, Mystery",8.9,4928
Dexter,(2006–2013),TV-MA,51 min,"Crime, Drama, Mystery",9.0,4919
Dexter,(2006–2013),TV-MA,51 min,"Crime, Drama, Mystery",9.2,5981
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",8.5,5036
Dexter,(2006–2013),TV-MA,52 min,"Crime, Drama, Mystery",8.6,5001
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.4,4787
Dexter,(2006–2013),TV-MA,56 min,"Crime, Drama, Mystery",8.6,4924
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.5,4783
Dexter,(2006–2013),TV-MA,55 min,"Crime, Drama, Mystery",8.7,4876
Dexter,(2006–2013),TV-MA,49 min,"Crime, Drama, Mystery",9.0,5114
Dexter,(2006–2013),TV-MA,50 min,"Crime, Drama, Mystery",9.3,5748
The Tudors,(2007–2010),TV-MA,52 min,"Drama, History, Romance",7.8,663
The Tudors,(2007–2010),TV-MA,50 min,"Drama, History, Romance",8.7,762
The Tudors,(2007–2010),TV-MA,55 min,"Drama, History, Romance",7.8,627
The Tudors,(2007–2010),TV-MA,53 min,"Drama, History, Romance",7.9,601
The Tudors,(2007–2010),TV-MA,55 min,"Drama, History, Romance",7.9,588
The Tudors,(2007–2010),TV-MA,55 min,"Drama, History, Romance",8.4,646
The Tudors,(2007–2010),TV-MA,52 min,"Drama, History, Romance",7.9,579
The Tudors,(2007–2010),TV-MA,56 min,"Drama, History, Romance",7.9,568
The Tudors,(2007–2010),TV-MA,53 min,"Drama, History, Romance",8.2,577
The Tudors,(2007–2010),TV-MA,54 min,"Drama, History, Romance",8.6,655
Undercover,(2019– ),TV-MA,46 min,"Crime, Drama, Thriller",7.5,431
The Bonfire of Destiny,(2019),TV-MA,48 min,"Drama, History",7.5,122
Rentnercops,(2015– ),Unknown,47 min,"Comedy, Crime, Drama",6.3,10
Rentnercops,(2015– ),Unknown,48 min,"Comedy, Crime, Drama",5.8,10
Rentnercops,(2015– ),Unknown,49 min,"Comedy, Crime, Drama",5.8,12
Rentnercops,(2015– ),Unknown,49 min,"Comedy, Crime, Drama",6.4,10
Rentnercops,(2015– ),Unknown,48 min,"Comedy, Crime, Drama",6.2,11
Rentnercops,(2015– ),Unknown,48 min,"Comedy, Crime, Drama",7.1,8
Rentnercops,(2015– ),Unknown,47 min,"Comedy, Crime, Drama",8.0,9
Rentnercops,(2015– ),Unknown,48 min,"Comedy, Crime, Drama",7.0,8
Rentnercops,(2015– ),Unknown,0,"Comedy, Crime, Drama",7.9,7
Rentnercops,(2015– ),Unknown,48 min,"Comedy, Crime, Drama",7.9,8
Rentnercops,(2015– ),Unknown,48 min,"Comedy, Crime, Drama",7.2,5
Rentnercops,(2015– ),Unknown,0,"Comedy, Crime, Drama",7.4,5
Rentnercops,(2015– ),Unknown,47 min,"Comedy, Crime, Drama",7.9,8
Rentnercops,(2015– ),Unknown,0,"Comedy, Crime, Drama",7.8,5
Rentnercops,(2015– ),Unknown,0,"Comedy, Crime, Drama",7.7,7
Pose,(2018–2021),TV-MA,42 min,Drama,8.8,696
Pose,(2018–2021),TV-MA,68 min,Drama,9.1,769
Knightfall,(2017–2019),TV-14,41 min,"Action, Adventure, Drama",8.4,571
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.1,35
Lunatics,(2019),TV-MA,36 min,Comedy,7.2,92
Lunatics,(2019),TV-MA,36 min,Comedy,6.6,130
Lunatics,(2019),TV-MA,35 min,Comedy,7.3,79
Lunatics,(2019),TV-MA,33 min,Comedy,7.5,77
Lunatics,(2019),TV-MA,34 min,Comedy,7.4,70
Lunatics,(2019),TV-MA,37 min,Comedy,7.3,68
Lunatics,(2019),TV-MA,36 min,Comedy,7.5,70
Lunatics,(2019),TV-MA,36 min,Comedy,7.2,66
Lunatics,(2019),TV-MA,38 min,Comedy,7.7,69
Lunatics,(2019),TV-MA,36 min,Comedy,7.5,68
Street Food: Asia,(2019),TV-G,0,Documentary,7.9,295
Street Food: Asia,(2019),TV-G,0,Documentary,8.0,258
Street Food: Asia,(2019),TV-G,0,Documentary,7.3,205
Street Food: Asia,(2019),TV-G,0,Documentary,7.4,190
Street Food: Asia,(2019),TV-G,0,Documentary,7.7,174
Street Food: Asia,(2019),TV-G,0,Documentary,7.6,157
Street Food: Asia,(2019),TV-G,0,Documentary,7.4,147
Street Food: Asia,(2019),TV-G,0,Documentary,7.4,146
Street Food: Asia,(2019),TV-G,0,Documentary,7.4,136
How to Sell Drugs Online (Fast),(2019– ),TV-MA,32 min,"Comedy, Crime, Drama",7.7,987
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.4,8
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.8,10
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.5,7
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.7,7
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.9,10
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.3,8
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.2,6
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.0,7
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",0.0,0
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.0,6
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",8.4,6
Mighty Little Bheem,(2019– ),TV-Y,0,"Animation, Short, Adventure",7.8,6
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.4,1184
The Society,(2019),TV-MA,60 min,"Drama, Mystery, Sci-Fi",7.2,823
Dare Me,(2019–2020),TV-MA,52 min,"Crime, Mystery, Thriller",7.0,310
Star Trek: Discovery,(2017– ),TV-MA,49 min,"Action, Adventure, Drama",7.2,3373
The Pentaverate,(2022),TV-MA,31 min,Comedy,6.4,494
The Pentaverate,(2022),TV-MA,28 min,Comedy,6.8,368
The Pentaverate,(2022),TV-MA,26 min,Comedy,6.6,304
The Pentaverate,(2022),TV-MA,23 min,Comedy,6.7,285
The Pentaverate,(2022),TV-MA,21 min,Comedy,6.6,262
The Pentaverate,(2022),TV-MA,29 min,Comedy,6.4,285
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.6,1442
Anne with an E,(2017–2019),TV-PG,44 min,"Drama, Family",8.6,1699
The English Game,(2020),TV-14,0,"Drama, History, Sport",7.5,564
The English Game,(2020),TV-14,0,"Drama, History, Sport",7.5,497
The English Game,(2020),TV-14,0,"Drama, History, Sport",7.2,449
The English Game,(2020),TV-14,0,"Drama, History, Sport",7.8,422
The English Game,(2020),TV-14,0,"Drama, History, Sport",7.7,392
The English Game,(2020),TV-14,0,"Drama, History, Sport",8.5,450
Alex,(2017–2019),Unknown,47 min,"Action, Crime, Thriller",7.3,33
Alex,(2017–2019),Unknown,0,"Action, Crime, Thriller",7.3,31
Alex,(2017–2019),Unknown,0,"Action, Crime, Thriller",7.4,31
Alex,(2017–2019),Unknown,0,"Action, Crime, Thriller",7.5,30
Alex,(2017–2019),Unknown,0,"Action, Crime, Thriller",7.6,28
Alex,(2017–2019),Unknown,0,"Action, Crime, Thriller",7.1,30
The 100,(2014–2020),TV-14,41 min,"Drama, Mystery, Sci-Fi",7.6,2600
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",7.7,1036
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",7.5,1032
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.1,1101
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.0,1054
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.1,1061
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.0,1079
Greenleaf,(2016–2020),TV-14,42 min,Drama,6.3,54
Greenleaf,(2016–2020),TV-14,41 min,Drama,6.4,52
Greenleaf,(2016–2020),TV-14,42 min,Drama,6.0,48
Greenleaf,(2016–2020),TV-14,42 min,Drama,6.2,50
Greenleaf,(2016–2020),TV-14,42 min,Drama,6.2,49
Greenleaf,(2016–2020),TV-14,42 min,Drama,6.2,57
Good Girls,(2018–2021),TV-14,42 min,"Comedy, Crime, Drama",8.0,532
The Stranger,(2020),TV-MA,51 min,"Crime, Drama, Mystery",7.4,1347
The Stranger,(2020),TV-MA,48 min,"Crime, Drama, Mystery",7.5,1195
The Stranger,(2020),TV-MA,43 min,"Crime, Drama, Mystery",7.5,1103
Good Girls,(2018–2021),TV-14,42 min,"Comedy, Crime, Drama",8.1,546
Arthdal Chronicles,(2019– ),Unknown,80 min,"Action, Drama, Fantasy",8.0,241
Historia de un crimen: Colmenares,(2019),Unknown,47 min,Crime,7.3,49
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,7.2,38
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,6.9,34
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,7.0,34
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,7.1,33
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,6.8,30
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,6.5,29
Historia de un crimen: Colmenares,(2019),Unknown,0,Crime,5.9,30
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.2,767
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.3,42
RuPaul's Drag Race: Untucked!,(2009– ),TV-14,20 min,Reality-TV,7.4,39
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.3,24
Tiny House Nation,(2014– ),TV-PG,40 min,Reality-TV,7.3,42
Tiny House Nation,(2014– ),TV-PG,41 min,Reality-TV,3.6,61
Tiny House Nation,(2014– ),TV-PG,41 min,Reality-TV,7.1,26
Tiny House Nation,(2014– ),TV-PG,40 min,Reality-TV,7.8,30
Tiny House Nation,(2014– ),TV-PG,41 min,Reality-TV,7.1,25
Tiny House Nation,(2014– ),TV-PG,40 min,Reality-TV,7.3,26
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.3,21
Cobra Kai,(2018– ),TV-14,32 min,"Action, Comedy, Drama",8.0,3702
Cobra Kai,(2018– ),TV-14,36 min,"Action, Comedy, Drama",8.4,3532
Cobra Kai,(2018– ),TV-14,29 min,"Action, Comedy, Drama",8.1,3174
Cobra Kai,(2018– ),TV-14,38 min,"Action, Comedy, Drama",8.1,3460
Cobra Kai,(2018– ),TV-14,39 min,"Action, Comedy, Drama",9.0,4152
Cobra Kai,(2018– ),TV-14,32 min,"Action, Comedy, Drama",7.8,3340
Cobra Kai,(2018– ),TV-14,34 min,"Action, Comedy, Drama",8.3,3259
Cobra Kai,(2018– ),TV-14,30 min,"Action, Comedy, Drama",8.7,3627
Cobra Kai,(2018– ),TV-14,28 min,"Action, Comedy, Drama",8.3,3275
Cobra Kai,(2018– ),TV-14,41 min,"Action, Comedy, Drama",9.4,5941
Outer Banks,(2020– ),TV-MA,54 min,"Action, Crime, Drama",7.3,1346
Outer Banks,(2020– ),TV-MA,47 min,"Action, Crime, Drama",7.4,1162
Outer Banks,(2020– ),TV-MA,47 min,"Action, Crime, Drama",7.5,1092
Outer Banks,(2020– ),TV-MA,49 min,"Action, Crime, Drama",8.0,1148
Outer Banks,(2020– ),TV-MA,47 min,"Action, Crime, Drama",7.9,1070
Outer Banks,(2020– ),TV-MA,53 min,"Action, Crime, Drama",8.2,1098
Outer Banks,(2020– ),TV-MA,47 min,"Action, Crime, Drama",8.0,1026
Outer Banks,(2020– ),TV-MA,46 min,"Action, Crime, Drama",8.4,1148
Outer Banks,(2020– ),TV-MA,52 min,"Action, Crime, Drama",7.9,1061
Outer Banks,(2020– ),TV-MA,57 min,"Action, Crime, Drama",8.2,1187
Tiny House Nation,(2014– ),TV-PG,41 min,Reality-TV,6.2,40
Tiny House Nation,(2014– ),TV-PG,41 min,Reality-TV,7.8,22
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6,912
Someone Has to Die,(2020),TV-MA,49 min,"Crime, Drama, Thriller",6.8,245
Someone Has to Die,(2020),TV-MA,48 min,"Crime, Drama, Thriller",7.1,210
Someone Has to Die,(2020),TV-MA,52 min,"Crime, Drama, Thriller",6.6,213
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",7.9,1024
Leila,(2019– ),Unknown,53 min,"Drama, Sci-Fi",5.4,311
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.7,19
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.6,17
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.9,18
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.2,17
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.6,15
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.7,15
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",7.5,14
Drug Squad: Costa del Sol,(2019),Unknown,0,"Action, Drama, Romance",8.2,14
Stateless,(2020),TV-MA,0,Drama,7.4,529
Stateless,(2020),TV-MA,0,Drama,7.6,461
Stateless,(2020),TV-MA,0,Drama,7.6,437
Stateless,(2020),TV-MA,0,Drama,7.8,429
Stateless,(2020),TV-MA,0,Drama,7.9,425
Stateless,(2020),TV-MA,0,Drama,8.2,446
The Good Place,(2016–2020),TV-PG,22 min,"Comedy, Drama, Fantasy",7.7,1829
The Good Place,(2016–2020),TV-PG,22 min,"Comedy, Drama, Fantasy",7.7,1915
The Good Place,(2016–2020),TV-PG,22 min,"Comedy, Drama, Fantasy",7.4,1878
The Good Place,(2016–2020),TV-PG,22 min,"Comedy, Drama, Fantasy",8.0,1926
Grace and Frankie,(2015–2022),TV-MA,28 min,Comedy,8.1,428
My Absolute Boyfriend,(2019),Unknown,0,"Comedy, Fantasy, Romance",0.0,0
Anne with an E,(2017–2019),TV-PG,44 min,"Drama, Family",9.0,1683
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.0,999
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,25 min,"Animation, Action, Adventure",7.2,157
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,24 min,"Animation, Action, Adventure",7.2,142
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,24 min,"Animation, Action, Adventure",7.4,150
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",0.0,0
White Lines,(2020),TV-MA,0,"Crime, Drama, Mystery",6.6,573
Luna Nera,(2020),TV-MA,46 min,"Drama, Fantasy, Thriller",6.1,196
Luna Nera,(2020),TV-MA,43 min,"Drama, Fantasy, Thriller",6.0,161
Luna Nera,(2020),TV-MA,40 min,"Drama, Fantasy, Thriller",6.1,141
The Stranger,(2020),TV-MA,44 min,"Crime, Drama, Mystery",7.5,1067
The Stranger,(2020),TV-MA,42 min,"Crime, Drama, Mystery",7.7,1052
The Stranger,(2020),TV-MA,50 min,"Crime, Drama, Mystery",7.7,1017
The Stranger,(2020),TV-MA,42 min,"Crime, Drama, Mystery",7.9,1011
The Stranger,(2020),TV-MA,43 min,"Crime, Drama, Mystery",7.7,1106
Leila,(2019– ),Unknown,49 min,"Drama, Sci-Fi",5.5,267
Leila,(2019– ),Unknown,48 min,"Drama, Sci-Fi",5.2,242
Leila,(2019– ),Unknown,41 min,"Drama, Sci-Fi",5.4,231
Leila,(2019– ),Unknown,42 min,"Drama, Sci-Fi",5.3,240
Leila,(2019– ),Unknown,40 min,"Drama, Sci-Fi",5.2,238
How to Sell Drugs Online (Fast),(2019– ),TV-MA,29 min,"Comedy, Crime, Drama",7.8,890
How to Sell Drugs Online (Fast),(2019– ),TV-MA,28 min,"Comedy, Crime, Drama",7.8,846
How to Sell Drugs Online (Fast),(2019– ),TV-MA,28 min,"Comedy, Crime, Drama",7.8,829
How to Sell Drugs Online (Fast),(2019– ),TV-MA,24 min,"Comedy, Crime, Drama",7.9,816
How to Sell Drugs Online (Fast),(2019– ),TV-MA,28 min,"Comedy, Crime, Drama",8.4,916
Narcos: Mexico,(2018–2021),TV-MA,56 min,"Crime, Drama",8.6,1525
Oktoberfest: Beer & Blood,(2020),TV-MA,48 min,"Drama, History, Thriller",6.9,146
Oktoberfest: Beer & Blood,(2020),TV-MA,48 min,"Drama, History, Thriller",6.9,123
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6,921
Unorthodox,(2020),TV-MA,53 min,Drama,7.8,1715
Unorthodox,(2020),TV-MA,53 min,Drama,8.0,1578
Unorthodox,(2020),TV-MA,55 min,Drama,7.9,1490
Unorthodox,(2020),TV-MA,54 min,Drama,8.2,1538
High Seas,(2019–2020),TV-MA,0,"Crime, Drama, Mystery",7.3,149
The Queen and the Conqueror,(2020– ),Unknown,0,"Drama, History",0.0,0
The Queen and the Conqueror,(2020– ),Unknown,0,"Drama, History",7.4,8
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.2,210
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.4,208
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.4,218
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.6,215
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.2,207
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.7,211
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",7.3,222
Fuller House,(2016–2020),TV-G,0,"Comedy, Family",8.4,287
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,7.1,36
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,7.1,32
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,7.4,30
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,7.4,29
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,6.9,30
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,7.4,32
The Expanding Universe of Ashley Garcia,(2020),TV-PG,0,Comedy,8.1,37
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.6,841
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.8,1080
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.9,827
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.9,770
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.9,761
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.6,809
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.7,852
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",7.5,708
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.1,694
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.7,739
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",9.1,939
Dark,(2017–2020),TV-MA,62 min,"Crime, Drama, Mystery",8.8,13316
Arthdal Chronicles,(2019– ),Unknown,80 min,"Action, Drama, Fantasy",8.6,226
Family Business,(2019–2021),TV-14,21 min,Comedy,6.6,140
Dead to Me,(2019–2022),TV-MA,31 min,"Comedy, Crime, Drama",7.8,1299
Arthdal Chronicles,(2019– ),Unknown,80 min,"Action, Drama, Fantasy",8.3,189
Arthdal Chronicles,(2019– ),Unknown,80 min,"Action, Drama, Fantasy",8.6,179
Arthdal Chronicles,(2019– ),Unknown,80 min,"Action, Drama, Fantasy",8.5,166
Arthdal Chronicles,(2019– ),Unknown,80 min,"Action, Drama, Fantasy",8.5,168
The Sinner,(2017–2021),TV-MA,49 min,"Crime, Drama, Mystery",7.4,2116
The 100,(2014–2020),TV-14,42 min,"Drama, Mystery, Sci-Fi",8.0,2332
Lucifer,(2016–2021),TV-14,51 min,"Crime, Drama, Fantasy",8.0,4230
The 100,(2014–2020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.3,2062
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",9.3,1110
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.9,950
Grace and Frankie,(2015–2022),TV-MA,0,Comedy,8.3,400
Dark,(2017–2020),TV-14,54 min,"Crime, Drama, Mystery",8.9,11416
Dark,(2017–2020),TV-MA,56 min,"Crime, Drama, Mystery",9.0,11334
Dark,(2017–2020),TV-MA,60 min,"Crime, Drama, Mystery",9.4,12373
Dark,(2017–2020),TV-MA,56 min,"Crime, Drama, Mystery",9.2,11338
Dark,(2017–2020),TV-MA,54 min,"Crime, Drama, Mystery",9.5,14007
Dark,(2017–2020),TV-MA,58 min,"Crime, Drama, Mystery",9.1,11251
Dark,(2017–2020),TV-MA,57 min,"Crime, Drama, Mystery",9.4,14017
The 100,(2014–2020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.9,2020
Supergirl,(2015–2021),TV-PG,42 min,"Action, Adventure, Drama",6.6,1321
I Am Not Okay with This,(2020),TV-MA,19 min,"Comedy, Drama, Fantasy",7.2,1963
I Am Not Okay with This,(2020),TV-MA,20 min,"Comedy, Drama, Fantasy",7.5,1807
I Am Not Okay with This,(2020),TV-MA,19 min,"Comedy, Drama, Fantasy",7.6,1602
I Am Not Okay with This,(2020),TV-MA,23 min,"Comedy, Drama, Fantasy",7.6,1651
